beds,bathrooms,toilets,parking_space,title,state,price
2,2,3,2,Terraced-Bungalows,lagos,13500000
2,2,3,2,Terraced-Bungalows,lagos,16500000
2,3,3,,Terraced-Bungalows,lagos,17000000
2,2,3,,Terraced-Bungalows,lagos,16500000
2,3,3,3,Terraced-Bungalows,lagos,16000000
2,3,3,4,Terraced-Bungalows,lagos,16500000
2,2,2,,Terraced-Bungalows,lagos,16500000
2,2,2,2,Terraced-Bungalows,lagos,16500000
2,2,3,3,Terraced-Bungalows,lagos,16500000
2,3,3,3,Terraced-Bungalows,lagos,16500000
2,2,3,2,Terraced-Bungalows,lagos,16500000
5,3,3,6,Terraced-Bungalows,lagos,20000000
4,4,4,3,Terraced-Bungalows,lagos,380000000
4,5,5,1,Terraced-Bungalows,lagos,700000000
2,3,3,,Terraced-Bungalows,lagos,25000000
3,,,,Terraced-Bungalows,lagos,40000000
2,,,,Terraced-Bungalows,lagos,29000000
3,3,4,4,Terraced-Bungalows,lagos,30000000
3,,,,Terraced-Bungalows,lagos,67000000
3,3,4,2,Terraced-Bungalows,lagos,30000000
4,4,5,,Terraced-Bungalows,lagos,165000000
4,4,5,4,Terraced-Bungalows,lagos,130000000
2,3,3,3,Terraced-Bungalows,lagos,25000000
2,2,3,,Terraced-Bungalows,lagos,16500000
4,4,5,,Terraced-Bungalows,lagos,190000000
4,4,5,2,Terraced-Bungalows,lagos,90000000
4,4,5,,Terraced-Bungalows,lagos,55000000
2,2,3,,Terraced-Bungalows,lagos,27000000
2,2,3,3,Terraced-Bungalows,lagos,32000000
4,4,5,2,Terraced-Bungalows,lagos,55000000
3,3,4,2,Terraced-Bungalows,lagos,28000000
1,,,,Terraced-Bungalows,lagos,35000000
3,3,4,,Terraced-Bungalows,lagos,35500000
2,3,3,4,Terraced-Bungalows,lagos,45000000
3,3,4,3,Terraced-Bungalows,lagos,32000000
4,4,5,4,Terraced-Bungalows,lagos,180000000
3,3,3,,Terraced-Bungalows,lagos,32500000
3,2,3,2,Terraced-Bungalows,lagos,16000000
3,,,,Terraced-Bungalows,lagos,180000000
3,3,4,3,Terraced-Bungalows,lagos,120000000
5,5,6,7,Terraced-Bungalows,lagos,85000000
3,2,2,2,Terraced-Bungalows,lagos,40000000
5,750,750,,Terraced-Bungalows,lagos,75000000
3,3,4,,Terraced-Bungalows,lagos,24000000
3,3,3,4,Terraced-Bungalows,lagos,20000000
3,4,4,,Terraced-Bungalows,lagos,38000000
5,750,750,,Terraced-Bungalows,lagos,75000000
4,4,5,2,Terraced-Duplexes,lagos,65000000
4,4,5,3,Terraced-Duplexes,lagos,65000000
3,3,4,4,Terraced-Duplexes,lagos,140000000
4,5,5,8,Terraced-Duplexes,lagos,75000000
3,,,,Terraced-Duplexes,lagos,35000000
5,5,5,,Terraced-Duplexes,lagos,45000000
4,4,4,3,Terraced-Duplexes,lagos,46000000
3,3,4,2,Terraced-Duplexes,lagos,50000000
4,,,,Terraced-Duplexes,lagos,50000000
3,,,,Terraced-Duplexes,lagos,26000000
4,4,5,2,Terraced-Duplexes,lagos,50000000
3,3,4,,Terraced-Duplexes,lagos,27000000
1,1,2,2,Terraced-Duplexes,lagos,150000000
4,4,5,,Terraced-Duplexes,lagos,42000000
3,3,3,,Terraced-Duplexes,lagos,44000000
3,3,3,,Terraced-Duplexes,lagos,45000000
4,4,5,4,Terraced-Duplexes,lagos,49000000
2,2,2,,Terraced-Duplexes,lagos,35000000
3,3,4,2,Terraced-Duplexes,lagos,32000000
4,4,5,2,Terraced-Duplexes,lagos,52000000
4,4,5,,Terraced-Duplexes,lagos,52000000
4,4,5,4,Terraced-Duplexes,lagos,40000000
4,4,5,4,Terraced-Duplexes,lagos,50000000
4,4,5,3,Terraced-Duplexes,lagos,32000000
4,4,5,,Terraced-Duplexes,lagos,50000000
4,4,4,2,Terraced-Duplexes,lagos,55000000
4,5,,,Terraced-Duplexes,lagos,50000000
4,5,5,,Terraced-Duplexes,lagos,85000000
8,,,,Terraced-Duplexes,lagos,290000000
3,4,4,5,Terraced-Duplexes,lagos,46000000
3,4,4,,Terraced-Duplexes,lagos,1000000
4,4,5,,Terraced-Duplexes,lagos,90000000
4,5,5,6,Terraced-Duplexes,lagos,75000000
5,5,6,,Terraced-Duplexes,lagos,130000000
4,4,5,3,Terraced-Duplexes,lagos,70000000
3,3,3,3,Terraced-Duplexes,lagos,72000000
4,4,5,,Terraced-Duplexes,lagos,95000000
4,4,5,"1,200",Terraced-Duplexes,lagos,80000000
4,4,5,,Terraced-Duplexes,lagos,400000000
4,,,,Terraced-Duplexes,lagos,900000004
4,4,5,5,Terraced-Duplexes,lagos,90000000
4,4,5,,Terraced-Duplexes,lagos,90000000
4,5,5,4,Terraced-Duplexes,lagos,90000000
4,4,5,4,Terraced-Duplexes,lagos,90000000
4,4,5,,Terraced-Duplexes,lagos,75000000
4,4,5,3,Terraced-Duplexes,lagos,80000000
5,6,5,3,Terraced-Duplexes,lagos,130000000
4,4,4,3,Terraced-Duplexes,lagos,75000000
4,4,5,3,Terraced-Duplexes,lagos,65000000
4,5,,,Terraced-Duplexes,lagos,65000000
3,4,,,Terraced-Duplexes,lagos,60000000
4,4,5,2,Terraced-Duplexes,lagos,110000000
4,5,5,3,Terraced-Duplexes,lagos,200000000
3,3,4,3,Terraced-Duplexes,lagos,45000000
4,4,5,3,Terraced-Duplexes,lagos,120000000
4,5,5,4,Terraced-Duplexes,lagos,200000000
3,4,4,5,Terraced-Duplexes,lagos,43500000
3,3,4,2,Terraced-Duplexes,lagos,50000000
4,,,,Terraced-Duplexes,lagos,95000000
4,,,,Terraced-Duplexes,lagos,170000000
4,4,5,4,Terraced-Duplexes,lagos,65000000
3,,,,Terraced-Duplexes,lagos,160000000
4,,,,Terraced-Duplexes,lagos,210000000
4,,,,Terraced-Duplexes,lagos,180000000
4,,,,Terraced-Duplexes,lagos,225000000
4,,,,Terraced-Duplexes,lagos,50000000
3,,,,Terraced-Duplexes,lagos,26000000
4,4,5,2,Terraced-Duplexes,lagos,50000000
4,4,5,,Terraced-Duplexes,lagos,150000000
3,3,4,,Terraced-Duplexes,lagos,27000000
4,4,5,2,Terraced-Duplexes,lagos,90000000
1,1,2,2,Terraced-Duplexes,lagos,150000000
4,4,5,,Terraced-Duplexes,lagos,60000000
4,4,5,,Terraced-Duplexes,lagos,65000000
3,3,4,,Terraced-Duplexes,lagos,20000000
3,3,4,,Terraced-Duplexes,lagos,20000000
8,8,8,8,Terraced-Duplexes,lagos,90000000
5,3,,,Terraced-Duplexes,lagos,35000000
4,4,5,250,Terraced-Duplexes,lagos,50000000
4,4,4,4,Terraced-Duplexes,lagos,130000000
4,4,5,3,Terraced-Duplexes,lagos,140000000
4,5,4,3,Terraced-Duplexes,lagos,100000000
4,4,5,5,Terraced-Duplexes,lagos,170000000
4,,,,Terraced-Duplexes,lagos,125000000
4,4,5,,Terraced-Duplexes,lagos,120000000
4,4,5,3,Terraced-Duplexes,lagos,160000000
4,4,5,3,Terraced-Duplexes,lagos,160000000
4,4,5,,Terraced-Duplexes,lagos,130000000
4,4,4,4,Terraced-Duplexes,lagos,140000000
5,5,5,4,Terraced-Duplexes,lagos,180000000
4,4,5,3,Terraced-Duplexes,lagos,97500000
4,4,4,,Terraced-Duplexes,lagos,250000000
4,4,5,,Terraced-Duplexes,lagos,100000000
4,4,5,4,Terraced-Duplexes,lagos,160000000
4,6,6,3,Terraced-Duplexes,lagos,160000000
4,4,5,50,Terraced-Duplexes,lagos,180000000
5,,,,Terraced-Duplexes,lagos,150000000
4,5,5,4,Terraced-Duplexes,lagos,100000000
4,5,5,2,Terraced-Duplexes,lagos,100000000
4,5,5,4,Terraced-Duplexes,lagos,23000000
8,11,11,4,Terraced-Duplexes,lagos,50000000
4,5,5,3,Terraced-Duplexes,lagos,85000000
4,4,5,3,Terraced-Duplexes,lagos,85000000
4,4,5,3,Terraced-Duplexes,lagos,85000000
4,4,5,3,Terraced-Duplexes,lagos,95000000
3,3,4,,Terraced-Duplexes,lagos,100000000
3,4,4,4,Terraced-Duplexes,lagos,100000000
4,4,5,4,Terraced-Duplexes,lagos,110000000
3,3,4,3,Terraced-Duplexes,lagos,100000000
3,3,3,2,Terraced-Duplexes,lagos,70000000
4,4,5,3,Terraced-Duplexes,lagos,86200000
4,4,5,,Terraced-Duplexes,lagos,80000000
4,4,5,4,Terraced-Duplexes,lagos,95000000
4,4,5,4,Terraced-Duplexes,lagos,95000000
3,3,4,,Terraced-Duplexes,lagos,50000000
4,4,5,3,Terraced-Duplexes,lagos,97000000
3,4,4,3,Terraced-Duplexes,lagos,44000000
4,4,5,2,Terraced-Duplexes,lagos,44000000
4,4,5,3,Terraced-Duplexes,lagos,90000000
3,4,4,4,Terraced-Duplexes,lagos,37500000
4,,,,Terraced-Duplexes,lagos,170000000
3,,,,Terraced-Duplexes,lagos,160000000
4,,,,Terraced-Duplexes,lagos,210000000
3,3,4,3,Terraced-Duplexes,lagos,300000000
4,4,5,2,Terraced-Duplexes,lagos,180000000
4,4,5,,Terraced-Duplexes,lagos,450000000
4,4,5,3,Terraced-Duplexes,lagos,420000000
4,4,5,3,Terraced-Duplexes,lagos,450000000
4,4,5,2,Terraced-Duplexes,lagos,240000000
3,4,4,2,Terraced-Duplexes,lagos,370000000
3,3,4,5,Terraced-Duplexes,lagos,250000000
5,6,6,3,Terraced-Duplexes,lagos,550000000
4,5,6,,Terraced-Duplexes,lagos,450000000
5,5,6,,Terraced-Duplexes,lagos,300000000
4,4,5,,Terraced-Duplexes,lagos,270000000
4,4,5,,Terraced-Duplexes,lagos,340000000
4,5,4,3,Terraced-Duplexes,lagos,200000000
4,4,5,2,Terraced-Duplexes,lagos,450000000
5,7,7,3,Terraced-Duplexes,lagos,2000000
6,6,7,,Terraced-Duplexes,lagos,1300000
3,4,4,,Terraced-Duplexes,lagos,50000000
4,4,5,,Terraced-Duplexes,lagos,70000000
3,4,4,,Terraced-Duplexes,lagos,44000000
3,4,4,,Terraced-Duplexes,lagos,44000000
4,4,5,3,Terraced-Duplexes,lagos,45000000
4,4,5,12,Terraced-Duplexes,lagos,180000000
4,4,5,3,Terraced-Duplexes,lagos,50000000
3,3,3,3,Terraced-Duplexes,lagos,50000000
3,3,4,3,Terraced-Duplexes,lagos,50000000
3,3,4,4,Terraced-Duplexes,lagos,60000000
3,4,5,3,Terraced-Duplexes,lagos,44000000
3,,,,Terraced-Duplexes,lagos,45000000
4,5,5,4,Terraced-Duplexes,lagos,53000000
3,3,4,,Terraced-Duplexes,lagos,55000000
4,4,5,3,Terraced-Duplexes,lagos,44000000
3,3,3,2,Terraced-Duplexes,lagos,44000000
3,4,4,,Terraced-Duplexes,lagos,44000000
3,,,,Terraced-Duplexes,lagos,44000000
4,4,5,3,Terraced-Duplexes,lagos,40000000
4,4,5,4,Terraced-Duplexes,lagos,55000000
4,,,,Terraced-Duplexes,lagos,50000000
4,4,5,3,Terraced-Duplexes,lagos,58000000
4,,,,Terraced-Duplexes,lagos,58000000
4,5,6,3,Terraced-Duplexes,lagos,55000000
4,4,4,,Terraced-Duplexes,lagos,120000000
4,5,3,"4,000",Terraced-Duplexes,lagos,50000000
4,4,4,4,Terraced-Duplexes,lagos,25000000
3,3,3,3,Terraced-Duplexes,lagos,85000000
3,4,4,2,Terraced-Duplexes,lagos,25000000
3,,,,Terraced-Duplexes,lagos,25000000
4,4,5,3,Terraced-Duplexes,lagos,25000000
4,4,4,3,Terraced-Duplexes,lagos,25000000
4,4,5,8,Terraced-Duplexes,lagos,250000000
3,4,4,2,Terraced-Duplexes,lagos,85000000
4,4,5,2,Terraced-Duplexes,lagos,65000000
3,3,4,3,Terraced-Duplexes,lagos,75000000
3,3,4,,Terraced-Duplexes,lagos,85000000
4,4,5,50,Terraced-Duplexes,lagos,63000000
3,3,4,3,Terraced-Duplexes,lagos,75000000
5,5,6,50,Terraced-Duplexes,lagos,95000000
3,3,4,50,Terraced-Duplexes,lagos,80000000
3,3,3,3,Terraced-Duplexes,lagos,70000000
4,5,5,2,Terraced-Duplexes,lagos,120000000
4,5,6,5,Terraced-Duplexes,lagos,145000000
4,4,6,,Terraced-Duplexes,lagos,150000000
5,,,,Terraced-Duplexes,lagos,85000000
4,4,5,,Terraced-Duplexes,lagos,95000000
4,4,5,,Terraced-Duplexes,lagos,120000000
3,3,4,3,Terraced-Duplexes,lagos,90000000
3,4,4,2,Terraced-Duplexes,lagos,65000000
2,3,3,2,Terraced-Duplexes,lagos,46500000
4,4,5,,Terraced-Duplexes,lagos,85000000
4,5,6,3,Terraced-Duplexes,lagos,75000000
4,4,5,2,Terraced-Duplexes,lagos,75000000
3,3,4,3,Terraced-Duplexes,lagos,65000000
4,4,5,3,Terraced-Duplexes,lagos,85000000
4,4,5,3,Terraced-Duplexes,lagos,250000000
4,4,5,3,Terraced-Duplexes,lagos,55000000
4,4,4,,Terraced-Duplexes,lagos,55000000
4,5,5,,Terraced-Duplexes,lagos,82000000
4,54,100,370,Terraced-Duplexes,lagos,85000000
4,4,5,70,Terraced-Duplexes,lagos,85000000
4,4,5,4,Terraced-Duplexes,lagos,55000000
4,4,5,50,Terraced-Duplexes,lagos,115000000
4,,,,Terraced-Duplexes,lagos,125000000
4,4,5,4,Terraced-Duplexes,lagos,270000000
4,4,4,,Terraced-Duplexes,lagos,60000000
3,3,4,3,Terraced-Duplexes,lagos,65000000
4,5,3,,Terraced-Duplexes,lagos,75000000
4,4,4,2,Terraced-Duplexes,lagos,70000000
4,4,5,3,Terraced-Duplexes,lagos,55000000
4,4,5,3,Terraced-Duplexes,lagos,85000000
4,4,5,3,Terraced-Duplexes,lagos,80000000
4,4,4,3,Terraced-Duplexes,lagos,125000000
4,4,5,,Terraced-Duplexes,lagos,125000000
3,5,5,4,Terraced-Duplexes,lagos,50000000
4,4,5,3,Terraced-Duplexes,lagos,125000000
4,4,5,,Terraced-Duplexes,lagos,125000000
4,,,,Terraced-Duplexes,lagos,110000000
4,,,,Terraced-Duplexes,lagos,200000000
4,,,,Terraced-Duplexes,lagos,110000000
4,4,5,,Terraced-Duplexes,lagos,125000000
4,,,,Terraced-Duplexes,lagos,125000000
4,,,,Terraced-Duplexes,lagos,110000000
4,4,5,,Terraced-Duplexes,lagos,120000000
4,4,5,,Terraced-Duplexes,lagos,115000000
4,4,5,2,Terraced-Duplexes,lagos,220000000
4,4,5,2,Terraced-Duplexes,lagos,120000000
4,4,5,2,Terraced-Duplexes,lagos,62000000
4,4,5,,Terraced-Duplexes,lagos,110000000
5,,,,Terraced-Duplexes,lagos,220000000
4,4,5,,Terraced-Duplexes,lagos,250000000
4,4,6,3,Terraced-Duplexes,lagos,150000000
4,4,5,2,Terraced-Duplexes,lagos,150000000
4,5,5,3,Terraced-Duplexes,lagos,200000000
3,3,4,3,Terraced-Duplexes,lagos,45000000
2,2,3,,Terraced-Duplexes,lagos,45000000
4,4,5,3,Terraced-Duplexes,lagos,120000000
3,4,4,5,Terraced-Duplexes,lagos,43500000
4,,,,Terraced-Duplexes,lagos,95000000
4,4,5,4,Terraced-Duplexes,lagos,65000000
4,,,,Terraced-Duplexes,lagos,180000000
4,,,,Terraced-Duplexes,lagos,225000000
4,4,5,,Terraced-Duplexes,lagos,150000000
4,4,5,2,Terraced-Duplexes,lagos,90000000
4,4,5,,Terraced-Duplexes,lagos,55000000
4,4,5,,Terraced-Duplexes,lagos,60000000
4,,,,Terraced-Duplexes,lagos,55000000
4,5,5,2,Terraced-Duplexes,lagos,82000000
4,4,5,2,Terraced-Duplexes,lagos,60000000
4,4,5,3,Terraced-Duplexes,lagos,53000000
4,4,5,,Terraced-Duplexes,lagos,55000000
4,4,5,,Terraced-Duplexes,lagos,58000000
4,4,5,,Terraced-Duplexes,lagos,55000000
4,,,,Terraced-Duplexes,lagos,95000000
2,3,3,5,Terraced-Duplexes,lagos,55000000
6,,,,Terraced-Duplexes,lagos,75000000
3,3,4,2,Terraced-Duplexes,lagos,70000000
4,4,5,,Terraced-Duplexes,lagos,65000000000
5,5,6,4,Terraced-Duplexes,lagos,85000000
3,1,4,,Terraced-Duplexes,lagos,70000000
4,4,4,3,Terraced-Duplexes,lagos,60000000
4,4,4,,Terraced-Duplexes,lagos,65000000
4,5,5,2,Terraced-Duplexes,lagos,43000000
4,4,5,4,Terraced-Duplexes,lagos,70000000
4,,,,Terraced-Duplexes,lagos,75000000
3,3,4,2,Terraced-Duplexes,lagos,70000000
4,,,,Terraced-Duplexes,lagos,65000000
4,4,5,,Terraced-Duplexes,lagos,65000000
3,,,,Terraced-Duplexes,lagos,70000000
4,5,5,10,Terraced-Duplexes,lagos,60000000
4,4,5,3,Terraced-Duplexes,lagos,60000000
4,4,5,,Terraced-Duplexes,lagos,60000000
3,3,3,3,Terraced-Duplexes,lagos,80000000
4,5,5,2,Terraced-Duplexes,lagos,74000000
3,3,4,,Terraced-Duplexes,lagos,70000000
4,4,5,2,Terraced-Duplexes,lagos,65000000
2,2,3,2,Terraced-Duplexes,lagos,120000000
4,5,5,4,Terraced-Duplexes,lagos,200000000
4,4,5,4,Terraced-Duplexes,lagos,200000000
4,4,5,4,Terraced-Duplexes,lagos,300000000
3,3,4,5,Terraced-Duplexes,lagos,190000000
4,5,5,6,Terraced-Duplexes,lagos,200000000
4,4,5,,Terraced-Duplexes,lagos,235000000
4,4,5,6,Terraced-Duplexes,lagos,200000000
4,4,5,6,Terraced-Duplexes,lagos,200000000
2,2,3,2,Terraced-Duplexes,lagos,120000000
4,5,5,3,Terraced-Duplexes,lagos,140000000
3,3,4,,Terraced-Duplexes,lagos,180000000
4,4,5,3,Terraced-Duplexes,lagos,245000000
4,4,5,3,Terraced-Duplexes,lagos,90000000
5,5,6,2,Terraced-Duplexes,lagos,220000000
4,4,5,4,Terraced-Duplexes,lagos,70000000
4,4,5,2,Terraced-Duplexes,lagos,230000000
5,5,6,5,Terraced-Duplexes,lagos,250000000
4,4,4,3,Terraced-Duplexes,lagos,300000000
4,4,5,2,Terraced-Duplexes,lagos,220000000
4,4,5,3,Terraced-Duplexes,lagos,250000000
3,4,4,2,Terraced-Duplexes,lagos,80000000
3,3,3,2,Terraced-Duplexes,lagos,75000000
3,4,4,20,Terraced-Duplexes,lagos,80000000
3,4,4,,Terraced-Duplexes,lagos,80000000
4,4,5,,Terraced-Duplexes,lagos,75000000
4,4,5,2,Terraced-Duplexes,lagos,75000000
4,4,5,,Terraced-Duplexes,lagos,80000000
4,4,5,4,Terraced-Duplexes,lagos,80000000
4,4,5,3,Terraced-Duplexes,lagos,55000000
4,4,5,4,Terraced-Duplexes,lagos,85000000
4,4,5,,Terraced-Duplexes,lagos,88000000
3,,,,Terraced-Duplexes,lagos,35000000
4,4,5,2,Terraced-Duplexes,lagos,73000000
4,4,5,2,Terraced-Duplexes,lagos,75000000
3,4,4,2,Terraced-Duplexes,lagos,75000000
3,3,3,2,Terraced-Duplexes,lagos,80000000
3,3,4,2,Terraced-Duplexes,lagos,80000000
4,5,5,5,Terraced-Duplexes,lagos,80000000
4,,,,Terraced-Duplexes,lagos,90000000
4,4,5,,Terraced-Duplexes,lagos,75000000
4,,,,Terraced-Duplexes,lagos,50000000
4,4,4,,Terraced-Duplexes,lagos,120000000
2,2,3,,Terraced-Duplexes,lagos,30000000
4,4,5,3,Terraced-Duplexes,lagos,45000000
4,4,5,,Terraced-Duplexes,lagos,72000000
4,4,5,3,Terraced-Duplexes,lagos,45000000
4,4,5,3,Terraced-Duplexes,lagos,51500000
4,4,5,,Terraced-Duplexes,lagos,60000000
4,4,5,4,Terraced-Duplexes,lagos,35000000
4,4,4,4,Terraced-Duplexes,lagos,44000000
4,4,4,3,Terraced-Duplexes,lagos,46000000
4,4,4,,Terraced-Duplexes,lagos,80000000
4,4,5,2,Terraced-Duplexes,lagos,51000000
4,4,5,3,Terraced-Duplexes,lagos,72000000
4,4,5,4,Terraced-Duplexes,lagos,45000000
3,,,,Terraced-Duplexes,lagos,45000000
4,4,5,,Terraced-Duplexes,lagos,51500000
4,4,5,2,Terraced-Duplexes,lagos,53000000
4,4,5,,Terraced-Duplexes,lagos,55000000
4,4,5,,Terraced-Duplexes,lagos,72000000
4,4,4,,Terraced-Duplexes,lagos,35000000
3,,,,Terraced-Duplexes,lagos,45000000
4,5,5,,Terraced-Duplexes,lagos,49500000
4,5,6,3,Terraced-Duplexes,lagos,55500000
3,3,4,167,Terraced-Duplexes,lagos,44000000
3,4,4,3,Terraced-Duplexes,lagos,37000000
2,2,3,,Terraced-Duplexes,lagos,28000000
3,3,4,,Terraced-Duplexes,lagos,28000000
4,4,5,3,Terraced-Duplexes,lagos,40000000
3,4,4,4,Terraced-Duplexes,lagos,40000000
3,4,4,,Terraced-Duplexes,lagos,38000000
3,4,4,,Terraced-Duplexes,lagos,40000000
3,3,4,4,Terraced-Duplexes,lagos,38000000
3,4,4,500,Terraced-Duplexes,lagos,40000000
3,3,3,3,Terraced-Duplexes,lagos,38000000
3,3,4,2,Terraced-Duplexes,lagos,36000000
3,,,,Terraced-Duplexes,lagos,38000000
3,3,5,3,Terraced-Duplexes,lagos,38000000
3,3,3,,Terraced-Duplexes,lagos,40000000
3,3,4,,Terraced-Duplexes,lagos,33000000
3,3,4,478,Terraced-Duplexes,lagos,41000000
4,3,3,3,Terraced-Duplexes,lagos,55000000
4,5,5,8,Terraced-Duplexes,lagos,75000000
4,4,4,,Terraced-Duplexes,lagos,80000000
4,4,5,3,Terraced-Duplexes,lagos,45000000
2,2,2,,Terraced-Duplexes,lagos,30000000
3,3,4,,Terraced-Duplexes,lagos,35000000
4,4,4,600,Terraced-Duplexes,lagos,168000
2,2,3,,Terraced-Duplexes,lagos,25000000
3,3,1,2,Terraced-Duplexes,lagos,28000000
3,,,,Terraced-Duplexes,lagos,30550000
3,4,4,3,Terraced-Duplexes,lagos,22000000
4,4,5,3,Terraced-Duplexes,lagos,50000000
4,4,4,,Terraced-Duplexes,lagos,80000000
4,5,5,4,Terraced-Duplexes,lagos,53000000
3,3,4,2,Terraced-Duplexes,lagos,41000000
2,25,25,10,Block-of-Flats,lagos,25000000
2,,,,Block-of-Flats,lagos,130000000
,,,,Block-of-Flats,lagos,150000000
3,,,,Block-of-Flats,lagos,100000000
8,8,8,9,Block-of-Flats,lagos,40000000
,,,,Block-of-Flats,lagos,150000000
,,,,Block-of-Flats,lagos,85000000
15,15,,,Block-of-Flats,lagos,115000000
2,2,3,,Block-of-Flats,lagos,70000000
3,2,2,3,Block-of-Flats,lagos,200000000
3,4,700,700,Block-of-Flats,lagos,80000000
9,6,6,6,Block-of-Flats,lagos,30000000
2,2,3,,Block-of-Flats,lagos,38000000
3,3,3,30,Block-of-Flats,lagos,140000000
3,3,4,656,Block-of-Flats,lagos,45000000
6,6,6,5,Block-of-Flats,lagos,13000000
2,2,3,656,Block-of-Flats,lagos,30000000
12,6,8,10,Block-of-Flats,lagos,45000000
4,3,,,Block-of-Flats,lagos,40000000
573,,,,Block-of-Flats,lagos,30000000
2,2,2,4,Block-of-Flats,lagos,85000000
,,,,Block-of-Flats,lagos,22000000
,,,,Block-of-Flats,lagos,90000000
,,,,Block-of-Flats,lagos,15000000
2,2,2,,Block-of-Flats,lagos,12000000
4,4,4,,Block-of-Flats,lagos,38000000
4,4,4,,Block-of-Flats,lagos,38000000
,,,,Block-of-Flats,lagos,37000000
3,3,4,2,Block-of-Flats,lagos,40000000
3,3,4,2,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,50000000
3,3,4,600,Block-of-Flats,lagos,45000000
2,3,,,Block-of-Flats,lagos,33000000
678,,,,Block-of-Flats,lagos,80000000
900,,,,Block-of-Flats,lagos,100000000
3,4,,,Block-of-Flats,lagos,35000000
4,4,5,3,Block-of-Flats,lagos,55000000
3,3,4,,Block-of-Flats,lagos,60000000
3,3,4,600,Block-of-Flats,lagos,45000000
2,2,2,,Block-of-Flats,lagos,34500000
2,2,3,3,Block-of-Flats,lagos,21000000
3,4,750,,Block-of-Flats,lagos,150000000
3,3,4,675,Block-of-Flats,lagos,195000000
6,676,,,Block-of-Flats,lagos,90000000
3,3,4,3,Block-of-Flats,lagos,52000000
8,8,10,8,Block-of-Flats,lagos,75000000
3,3,4,3,Block-of-Flats,lagos,22900000
2,2,3,12,Block-of-Flats,lagos,150000000
18,,,,Block-of-Flats,lagos,260000000
3,,,,Block-of-Flats,lagos,210000000
3,3,3,2,Block-of-Flats,lagos,120000000
2,2,3,2,Block-of-Flats,lagos,17900000
2,2,3,324,Block-of-Flats,lagos,17000000
3,3,4,648,Block-of-Flats,lagos,30000000
2,2,2,,Block-of-Flats,lagos,50000000
3,3,4,,Block-of-Flats,lagos,11000000
3,,,,Block-of-Flats,lagos,60000000
2,2,2,324,Block-of-Flats,lagos,20000000
3,12,12,20,Block-of-Flats,lagos,26000000
,,,,Block-of-Flats,lagos,14000000
3,3,3,,Block-of-Flats,lagos,18000000
3,3,3,,Block-of-Flats,lagos,18000000
3,3,4,,Block-of-Flats,lagos,38000000
972,,,,Block-of-Flats,lagos,35000000
21,15,15,"1,200",Block-of-Flats,lagos,90000000
2,3,600,,Block-of-Flats,lagos,55000000
2,2,2,3,Block-of-Flats,lagos,12000000
3,,,,Block-of-Flats,lagos,38000000
3,3,3,,Block-of-Flats,lagos,39000000
,,,,Block-of-Flats,lagos,28000000
,,,,Block-of-Flats,lagos,70000000
2,2,3,13,Block-of-Flats,lagos,130000000
3,,,,Block-of-Flats,lagos,32000000
3,3,3,8,Block-of-Flats,lagos,50000000
3,,,,Block-of-Flats,lagos,32000000
2,2,2,2,Block-of-Flats,lagos,25000000
2,2,2,900,Block-of-Flats,lagos,120000000
3,2,3,8,Block-of-Flats,lagos,60000000
2,2,2,8,Block-of-Flats,lagos,80000000
2,3,800,,Block-of-Flats,lagos,120000000
2,2,2,8,Block-of-Flats,lagos,60000000
3,,,,Block-of-Flats,lagos,45000000
"1,010","1,010",,,Block-of-Flats,lagos,50000000
2,1,1,550,Block-of-Flats,lagos,65000000
"1,210",,,,Block-of-Flats,lagos,280000000
,,,,Block-of-Flats,lagos,300000000
,,,,Block-of-Flats,lagos,70000000
72,72,72,,Block-of-Flats,lagos,3000000000
3,4,4,6,Block-of-Flats,lagos,400000000
3,72,72,,Block-of-Flats,lagos,400000000
4,3,3,10,Block-of-Flats,lagos,350000000
2,2,3,"5,000",Block-of-Flats,lagos,500000000
,,,,Block-of-Flats,lagos,40000000
6,6,6,,Block-of-Flats,lagos,16000000
720,,,,Block-of-Flats,lagos,30000000
2,2,3,2,Block-of-Flats,lagos,40000000
,,,,Block-of-Flats,lagos,36000000
,,,,Block-of-Flats,lagos,48000000
3,,,,Block-of-Flats,lagos,27000000
,,,,Block-of-Flats,lagos,38000000
3,3,3,16,Block-of-Flats,lagos,95000000
2,3,3,4,Block-of-Flats,lagos,40000000
,,,,Block-of-Flats,lagos,28000000
,,,,Block-of-Flats,lagos,15000000
15,15,10,669,Block-of-Flats,lagos,30000000
3,4,4,3,Block-of-Flats,lagos,1000000
3,3,4,3,Block-of-Flats,lagos,2300000
5,5,501,501,Block-of-Flats,lagos,2400000
3,3,4,3,Block-of-Flats,lagos,1500000
3,3,4,,Block-of-Flats,lagos,270000000
2,2,3,,Block-of-Flats,lagos,215000000
3,3,4,,Block-of-Flats,lagos,900000000
749,,,,Block-of-Flats,lagos,35000000
664,,,,Block-of-Flats,lagos,20000000
,,,,Block-of-Flats,lagos,85000000
,,,,Block-of-Flats,lagos,95000000
3,3,3,,Block-of-Flats,lagos,90000000
,,,,Block-of-Flats,lagos,45000000
3,3,3,12,Block-of-Flats,lagos,110000000
28,28,29,18,Block-of-Flats,lagos,1300000000
3,3,3,,Block-of-Flats,lagos,55000000
