beds,bathrooms,toilets,parking_space,title,state,price
3,3,4,6,detached-uplexes,lagos,35000000
,,,,detached-uplexes,lagos,45000000
3,3,3,3,detached-uplexes,lagos,45000000
4,4,4,500,detached-uplexes,lagos,52000000
5,5,6,4,detached-uplexes,lagos,250000000
2,2,3,,detached-uplexes,lagos,45000000
2,2,3,,detached-uplexes,lagos,50000000
3,,,,detached-uplexes,lagos,42000000
3,4,,,detached-uplexes,lagos,40000000
4,4,5,,detached-uplexes,lagos,65000000
4,5,5,3,detached-uplexes,lagos,38000000
3,3,4,3,detached-uplexes,lagos,47000000
3,3,4,150,detached-uplexes,lagos,78000000
4,5,5,8,detached-uplexes,lagos,90000000
4,4,4,330,detached-uplexes,lagos,35000000
4,4,5,4,detached-uplexes,lagos,85000000
3,4,4,3,detached-uplexes,lagos,46000000
3,3,3,,detached-uplexes,lagos,47000000
3,3,3,,detached-uplexes,lagos,50000000
5,5,6,5,detached-uplexes,lagos,85000000
4,4,5,3,detached-uplexes,lagos,50000000
5,5,5,,detached-uplexes,lagos,75000000
4,4,4,,detached-uplexes,lagos,65000000
5,5,5,,detached-uplexes,lagos,75000000
4,4,4,,detached-uplexes,lagos,80000000
4,6,6,4,detached-uplexes,lagos,80000000
5,5,6,,detached-uplexes,lagos,85000000
4,4,5,6,detached-uplexes,lagos,67000000
3,3,4,3,detached-uplexes,lagos,48000000
3,,,,detached-uplexes,lagos,24700000
3,,,,detached-uplexes,lagos,30550000
3,4,4,3,detached-uplexes,lagos,22000000
4,4,5,,detached-uplexes,lagos,90000000
4,4,5,5,detached-uplexes,lagos,46000000
4,4,5,4,detached-uplexes,lagos,80000000
4,4,5,4,detached-uplexes,lagos,80000000
4,4,5,,detached-uplexes,lagos,35000000
,,,,detached-uplexes,lagos,28000000
2,3,3,,detached-uplexes,lagos,16000000
5,5,6,9,detached-uplexes,lagos,45000000
"1,395",,,,detached-uplexes,lagos,45000000
2,2,2,2,detached-uplexes,lagos,26000000
3,4,4,,detached-uplexes,lagos,50000000
3,3,3,,detached-uplexes,lagos,45000000
3,3,4,4,detached-uplexes,lagos,43000000
,,,,detached-uplexes,lagos,50000000
3,4,4,5,detached-uplexes,lagos,45000000
3,6,8,8,detached-uplexes,lagos,65000000
3,4,4,4,detached-uplexes,lagos,45000000
4,4,5,3,detached-uplexes,lagos,75000000
3,5,5,4,detached-uplexes,lagos,90000000
5,5,6,,detached-uplexes,lagos,85000000
4,4,5,3,detached-uplexes,lagos,75000000
4,5,5,7,detached-uplexes,lagos,53000000
4,4,5,,detached-uplexes,lagos,150000000
4,4,5,2,Semi-detached-Duplexes,lagos,30000000
10,500,,,Semi-detached-Duplexes,lagos,95000000
4,4,5,4,Semi-detached-Duplexes,lagos,70000000
4,4,5,4,Semi-detached-Duplexes,lagos,70000000
6,,,,Semi-detached-Duplexes,lagos,40000000
11,12,11,15,Semi-detached-Duplexes,lagos,60000000
4,4,5,4,Semi-detached-Duplexes,lagos,60000000
4,4,5,4,Semi-detached-Duplexes,lagos,60000000
4,2,3,4,Semi-detached-Duplexes,lagos,39900000
4,,,,Semi-detached-Duplexes,lagos,85000000
5,5,6,4,Semi-detached-Duplexes,lagos,75000000
4,4,5,,Semi-detached-Duplexes,lagos,60000000
4,4,4,5,Semi-detached-Duplexes,lagos,47000000
5,,,,Semi-detached-Duplexes,lagos,160000000
7,7,7,6,Semi-detached-Duplexes,lagos,90000000
4,5,5,7,Semi-detached-Duplexes,lagos,65000000
5,5,6,,Semi-detached-Duplexes,lagos,65000000
4,,,,Semi-detached-Duplexes,lagos,80000000
4,,,,Semi-detached-Duplexes,lagos,180000000
4,4,,,Semi-detached-Duplexes,lagos,80000000
4,5,5,2,Semi-detached-Duplexes,lagos,85000000
4,4,4,,Semi-detached-Duplexes,lagos,65000000
3,,,,Semi-detached-Duplexes,lagos,33000000
13,16,14,"1,200",Semi-detached-Duplexes,lagos,130000000
4,4,6,2,Semi-detached-Duplexes,lagos,45000000
5,5,6,6,Semi-detached-Duplexes,lagos,36000000
4,4,5,3,Semi-detached-Duplexes,lagos,50000000
4,4,5,3,Semi-detached-Duplexes,lagos,55000000
4,4,5,,Semi-detached-Duplexes,lagos,47000000
3,,,,Semi-detached-Duplexes,lagos,39000000
4,4,5,,Semi-detached-Duplexes,lagos,65000000
4,4,5,2,Semi-detached-Duplexes,lagos,60000000
4,4,5,3,Semi-detached-Duplexes,lagos,69000000
3,3,3,,Semi-detached-Duplexes,lagos,33000000
4,4,5,,Semi-detached-Duplexes,lagos,55000000
4,4,5,,Semi-detached-Duplexes,lagos,60000000
4,4,5,4,Semi-detached-Duplexes,lagos,70000000
4,4,5,4,Semi-detached-Duplexes,lagos,70000000
4,4,5,5,Semi-detached-Duplexes,lagos,70000000
5,5,5,5,Semi-detached-Duplexes,lagos,150000000
4,5,6,,Semi-detached-Duplexes,lagos,50000000
4,4,5,5,Semi-detached-Duplexes,lagos,58000000
4,5,5,3,Semi-detached-Duplexes,lagos,45000000
5,5,5,6,Semi-detached-Duplexes,lagos,45000000
3,,,,Semi-detached-Duplexes,lagos,120000000
3,3,4,4,Semi-detached-Duplexes,lagos,170000000
4,2,5,,Semi-detached-Duplexes,lagos,75000000
5,5,6,8,Semi-detached-Duplexes,lagos,100000000
4,4,5,3,Semi-detached-Duplexes,lagos,75000000
4,4,4,4,Semi-detached-Duplexes,lagos,230000000
5,5,6,,Semi-detached-Duplexes,lagos,135000000
8,8,8,,Semi-detached-Duplexes,lagos,230000000
4,4,5,3,Semi-detached-Duplexes,lagos,80000000
4,4,5,4,Semi-detached-Duplexes,lagos,85000000
4,4,5,3,Semi-detached-Duplexes,lagos,75000000
5,5,6,3,Semi-detached-Duplexes,lagos,150000000
4,,,,Semi-detached-Duplexes,lagos,75000000
4,4,5,3,Semi-detached-Duplexes,lagos,75000000
4,5,6,4,Semi-detached-Duplexes,lagos,75000000
4,4,4,4,Semi-detached-Duplexes,lagos,130000000
5,5,5,8,Semi-detached-Duplexes,lagos,250000000
4,4,5,4,Semi-detached-Duplexes,lagos,90000000
5,6,,,Semi-detached-Duplexes,lagos,300000000
4,5,5,3,Semi-detached-Duplexes,lagos,75000000
4,4,5,3,Semi-detached-Duplexes,lagos,75000000
4,3,3,648,Semi-detached-Duplexes,lagos,100000000
2,2,3,2,Semi-detached-Duplexes,lagos,18000000
4,4,5,4,Semi-detached-Duplexes,lagos,78000000
4,4,5,2,Semi-detached-Duplexes,lagos,55000000
4,5,,,Semi-detached-Duplexes,lagos,56000000
4,,,,Semi-detached-Duplexes,lagos,65000000
4,,,,Semi-detached-Duplexes,lagos,180000000
4,,,,Semi-detached-Duplexes,lagos,110000000
5,,,,Semi-detached-Duplexes,lagos,520000000
4,,,,Semi-detached-Duplexes,lagos,80000000
5,,,,Semi-detached-Duplexes,lagos,325000000
5,5,6,6,Semi-detached-Duplexes,lagos,800000
5,5,6,,Semi-detached-Duplexes,lagos,700000
4,,,,Semi-detached-Duplexes,lagos,85000000
4,4,5,4,Semi-detached-Duplexes,lagos,67000000
4,5,5,,Semi-detached-Duplexes,lagos,80000000
4,5,5,,Semi-detached-Duplexes,lagos,90000000
4,4,5,,Semi-detached-Duplexes,lagos,95000000
4,,,,Semi-detached-Duplexes,lagos,100000000
5,6,6,3,Semi-detached-Duplexes,lagos,360000000
4,4,4,,Semi-detached-Duplexes,lagos,135000000
2,2,3,2,Semi-detached-Duplexes,lagos,50000000
4,5,5,5,Semi-detached-Duplexes,lagos,130000000
4,4,5,,Semi-detached-Duplexes,lagos,85000000
4,,,,Semi-detached-Duplexes,lagos,100000000
4,4,4,,Semi-detached-Duplexes,lagos,135000000
3,3,4,3,Semi-detached-Duplexes,lagos,200000000
4,4,4,,Semi-detached-Duplexes,lagos,54000000
4,4,5,,Semi-detached-Duplexes,lagos,140000000
5,5,6,,Semi-detached-Duplexes,lagos,170000000
4,4,5,,Semi-detached-Duplexes,lagos,100000000
4,4,5,5,Semi-detached-Duplexes,lagos,130000000
4,4,5,,Semi-detached-Duplexes,lagos,100000000
4,4,5,4,Semi-detached-Duplexes,lagos,260000000
4,4,5,,Semi-detached-Duplexes,lagos,115000000
4,5,5,4,Semi-detached-Duplexes,lagos,140000000
4,4,4,3,Semi-detached-Duplexes,lagos,135000000
4,4,5,4,Semi-detached-Duplexes,lagos,125000000
4,4,4,3,Semi-detached-Duplexes,lagos,80000000
4,5,6,5,Semi-detached-Duplexes,lagos,140000000
4,5,5,,Semi-detached-Duplexes,lagos,90000000
4,5,5,3,Semi-detached-Duplexes,lagos,90000000
4,4,5,,Semi-detached-Duplexes,lagos,100000000
4,4,5,4,Semi-detached-Duplexes,lagos,105000000
6,6,6,6,Semi-detached-Duplexes,lagos,12000000
4,600,,,Semi-detached-Duplexes,lagos,60000000
5,5,6,5,Semi-detached-Duplexes,lagos,40000000
5,5,5,4,Semi-detached-Duplexes,lagos,25000000
8,,,,Semi-detached-Duplexes,lagos,60000000
4,4,5,,Semi-detached-Duplexes,lagos,120000000
4,4,5,3,Semi-detached-Duplexes,lagos,88000000
4,4,5,3,Semi-detached-Duplexes,lagos,47000000
4,4,5,2,Semi-detached-Duplexes,lagos,88000000
3,3,4,5,Semi-detached-Duplexes,lagos,110000000
4,,,,Semi-detached-Duplexes,lagos,95000000
4,,,,Semi-detached-Duplexes,lagos,115000000
4,4,5,,Semi-detached-Duplexes,lagos,100000000
4,5,5,5,Semi-detached-Duplexes,lagos,300000000
4,4,4,,Semi-detached-Duplexes,lagos,180000000
8,8,11,10,Semi-detached-Duplexes,lagos,66500000
4,4,5,4,Semi-detached-Duplexes,lagos,40000000
4,5,6,,Semi-detached-Duplexes,lagos,70000000
4,4,4,500,Semi-detached-Duplexes,lagos,52000000
4,4,5,3,Semi-detached-Duplexes,lagos,49000000
4,4,5,6,Semi-detached-Duplexes,lagos,65000000
4,,,,Semi-detached-Duplexes,lagos,90000000
5,,,,Semi-detached-Duplexes,lagos,85000000
4,5,5,3,Semi-detached-Duplexes,lagos,38000000
4,4,5,,Semi-detached-Duplexes,lagos,60000000
4,4,5,,Semi-detached-Duplexes,lagos,40000000
4,4,5,,Semi-detached-Duplexes,lagos,75000000
3,3,4,3,Semi-detached-Duplexes,lagos,47000000
3,3,4,,Semi-detached-Duplexes,lagos,36000000
4,4,5,,Semi-detached-Duplexes,lagos,35000000
4,4,5,4,Semi-detached-Duplexes,lagos,55000000
4,4,4,330,Semi-detached-Duplexes,lagos,35000000
4,4,5,4,Semi-detached-Duplexes,lagos,85000000
3,4,5,,Semi-detached-Duplexes,lagos,55000000
3,4,4,3,Semi-detached-Duplexes,lagos,46000000
4,4,5,,Semi-detached-Duplexes,lagos,47000000
3,4,5,5,Semi-detached-Duplexes,lagos,44000000
5,5,6,5,Semi-detached-Duplexes,lagos,85000000
4,,,,Semi-detached-Duplexes,lagos,70000000
5,5,6,,Semi-detached-Duplexes,lagos,87000000
5,5,6,5,Semi-detached-Duplexes,lagos,77000000
5,5,6,,Semi-detached-Duplexes,lagos,85000000
3,3,4,2,Semi-detached-Duplexes,lagos,35000000
4,,,,Semi-detached-Duplexes,lagos,180000000
5,,,,Semi-detached-Duplexes,lagos,520000000
5,6,6,3,Semi-detached-Duplexes,lagos,360000000
4,4,5,4,Semi-detached-Duplexes,lagos,550000000
5,5,6,,Semi-detached-Duplexes,lagos,300000000
5,,,,Semi-detached-Duplexes,lagos,450000000
4,4,4,,Semi-detached-Duplexes,lagos,230000000
4,4,5,3,Semi-detached-Duplexes,lagos,330000000
5,5,6,5,Semi-detached-Duplexes,lagos,350000000
4,4,5,,Semi-detached-Duplexes,lagos,465000000
4,4,5,"1,984",Semi-detached-Duplexes,lagos,1500000000
5,5,6,3,Semi-detached-Duplexes,lagos,500000000
4,4,5,2,Semi-detached-Duplexes,lagos,400000000
5,5,6,,Semi-detached-Duplexes,lagos,1300000
4,4,5,,Semi-detached-Duplexes,lagos,180000000
4,5,,,Semi-detached-Duplexes,lagos,500000000
4,4,5,,Semi-detached-Duplexes,lagos,350000000
5,6,6,,Semi-detached-Duplexes,lagos,500000000
6,6,7,2,Semi-detached-Duplexes,lagos,700000000
4,,,,Semi-detached-Duplexes,lagos,350000000
4,,,,Semi-detached-Duplexes,lagos,60000000
4,4,5,3,Semi-detached-Duplexes,lagos,90000000
10,3,7,770,Semi-detached-Duplexes,lagos,90000000
4,4,5,4,Semi-detached-Duplexes,lagos,65000000
4,4,5,3,Semi-detached-Duplexes,lagos,110000000
3,3,3,1,Semi-detached-Duplexes,lagos,100000000
3,3,4,4,Semi-detached-Duplexes,lagos,65000000
4,,,,Semi-detached-Duplexes,lagos,75000000
4,,,,Semi-detached-Duplexes,lagos,75000000
4,,,,Semi-detached-Duplexes,lagos,75000000
4,3,5,4,Semi-detached-Duplexes,lagos,65000000
7,8,8,20,Semi-detached-Duplexes,lagos,370000000
5,5,6,4,Semi-detached-Duplexes,lagos,110000000
4,6,7,4,Semi-detached-Duplexes,lagos,85000000
4,4,5,4,Semi-detached-Duplexes,lagos,90000000
4,4,5,,Semi-detached-Duplexes,lagos,90000000
4,4,4,,Semi-detached-Duplexes,lagos,52000000
5,,,,Semi-detached-Duplexes,lagos,150000000
5,5,6,4,Semi-detached-Duplexes,lagos,100000000
5,5,6,,Semi-detached-Duplexes,lagos,75000000
4,4,5,,Semi-detached-Duplexes,lagos,50000000
5,8,6,5,Semi-detached-Duplexes,lagos,120000000
4,4,5,3,Semi-detached-Duplexes,lagos,75000000
5,,,,Semi-detached-Duplexes,lagos,95000000
4,4,5,4,Semi-detached-Duplexes,lagos,75000000
4,4,4,5,Semi-detached-Duplexes,lagos,90000000
3,3,4,3,Semi-detached-Duplexes,lagos,100000000
5,5,6,4,Semi-detached-Duplexes,lagos,135000000
4,4,5,,Semi-detached-Duplexes,lagos,115000000
4,4,5,2,Semi-detached-Duplexes,lagos,80000000
4,3,5,3,Semi-detached-Duplexes,lagos,99000000
4,4,5,3,Semi-detached-Duplexes,lagos,89000000
4,4,5,4,Semi-detached-Duplexes,lagos,120000000
4,4,5,2,Semi-detached-Duplexes,lagos,55000000
4,5,,,Semi-detached-Duplexes,lagos,56000000
4,,,,Semi-detached-Duplexes,lagos,65000000
4,,,,Semi-detached-Duplexes,lagos,110000000
4,,,,Semi-detached-Duplexes,lagos,80000000
5,,,,Semi-detached-Duplexes,lagos,325000000
5,5,6,6,Semi-detached-Duplexes,lagos,800000
5,5,6,,Semi-detached-Duplexes,lagos,700000
4,,,,Semi-detached-Duplexes,lagos,85000000
4,4,5,4,Semi-detached-Duplexes,lagos,67000000
4,5,5,,Semi-detached-Duplexes,lagos,80000000
4,5,5,,Semi-detached-Duplexes,lagos,90000000
4,4,5,,Semi-detached-Duplexes,lagos,95000000
2,2,3,2,Semi-detached-Duplexes,lagos,50000000
4,4,5,4,Semi-detached-Duplexes,lagos,97000000
4,4,5,4,Semi-detached-Duplexes,lagos,75000000
4,4,5,2,Semi-detached-Duplexes,lagos,130000000
5,5,6,,Semi-detached-Duplexes,lagos,140000000
4,4,4,,Semi-detached-Duplexes,lagos,75000000
4,4,5,4,Semi-detached-Duplexes,lagos,110000000
4,5,5,5,Semi-detached-Duplexes,lagos,130000000
4,4,5,4,Semi-detached-Duplexes,lagos,130000000
4,4,5,5,Semi-detached-Duplexes,lagos,75000000
4,4,5,4,Semi-detached-Duplexes,lagos,160000000
4,4,4,3,Semi-detached-Duplexes,lagos,130000000
4,4,5,,Semi-detached-Duplexes,lagos,140000000
4,4,5,,Semi-detached-Duplexes,lagos,140000000
4,4,5,100,Semi-detached-Duplexes,lagos,68000000
4,4,5,4,Semi-detached-Duplexes,lagos,90000000
4,5,6,4,Semi-detached-Duplexes,lagos,125000000
4,6,6,5,Semi-detached-Duplexes,lagos,105000000
4,4,5,4,Semi-detached-Duplexes,lagos,160000000
4,5,5,4,Semi-detached-Duplexes,lagos,150000000
4,,,,Semi-detached-Duplexes,lagos,55000000
4,5,5,4,Semi-detached-Duplexes,lagos,130000000
4,4,5,3,Semi-detached-Duplexes,lagos,90000000
5,5,6,4,Semi-detached-Duplexes,lagos,150000000
4,4,5,2,Semi-detached-Duplexes,lagos,95000000
3,3,4,4,Semi-detached-Duplexes,lagos,300000000
4,4,5,3,Semi-detached-Duplexes,lagos,180000000
3,4,4,4,Semi-detached-Duplexes,lagos,60000000
5,5,6,6,Semi-detached-Duplexes,lagos,35000000
4,,,,Semi-detached-Duplexes,lagos,70000000
4,4,5,4,Semi-detached-Duplexes,lagos,90000000
4,5,5,4,Semi-detached-Duplexes,lagos,100000000
5,6,6,5,Semi-detached-Duplexes,lagos,150000000
4,4,5,4,Semi-detached-Duplexes,lagos,190000000
5,5,6,4,Semi-detached-Duplexes,lagos,200000000
4,4,5,100,Semi-detached-Duplexes,lagos,95000000
4,4,5,4,Semi-detached-Duplexes,lagos,100000000
4,4,5,4,Semi-detached-Duplexes,lagos,130000000
4,5,5,4,Semi-detached-Duplexes,lagos,100000000
4,4,5,,Semi-detached-Duplexes,lagos,100000000
4,,,,Semi-detached-Duplexes,lagos,150000000
4,4,5,,Semi-detached-Duplexes,lagos,150000000
4,,,,Semi-detached-Duplexes,lagos,150000000
4,,,,Semi-detached-Duplexes,lagos,150000000
4,4,5,3,Semi-detached-Duplexes,lagos,125000000
4,4,5,,Semi-detached-Duplexes,lagos,130000000
4,4,5,4,Semi-detached-Duplexes,lagos,150000000
4,4,5,4,Semi-detached-Duplexes,lagos,160000000
4,,,,Semi-detached-Duplexes,lagos,150000000
4,6,6,3,Semi-detached-Duplexes,lagos,84500000
4,4,5,,Semi-detached-Duplexes,lagos,75000000
4,4,4,,Semi-detached-Duplexes,lagos,85000000
3,3,4,3,Semi-detached-Duplexes,lagos,45000000
4,4,5,3,Semi-detached-Duplexes,lagos,80000000
4,5,5,,Semi-detached-Duplexes,lagos,65000000
4,4,4,,Semi-detached-Duplexes,lagos,45000000
3,3,3,,Semi-detached-Duplexes,lagos,47000000
3,3,3,,Semi-detached-Duplexes,lagos,50000000
6,6,6,,Semi-detached-Duplexes,lagos,28000000
4,10,,,Semi-detached-Duplexes,lagos,150000000
3,3,4,5,Semi-detached-Duplexes,lagos,33000000
3,3,4,4,Semi-detached-Duplexes,lagos,34000000
4,4,4,5,Semi-detached-Duplexes,lagos,195000000
3,3,4,3,Semi-detached-Duplexes,lagos,35000000
4,4,5,4,Semi-detached-Duplexes,lagos,40000000
4,4,5,3,Semi-detached-Duplexes,lagos,55000000
4,4,4,,Semi-detached-Duplexes,lagos,56000000
4,4,5,,Semi-detached-Duplexes,lagos,110000000
4,4,4,,Semi-detached-Duplexes,lagos,49000000
4,5,,,Semi-detached-Duplexes,lagos,75000000
4,5,5,7,Semi-detached-Duplexes,lagos,45000000
5,3,4,,Semi-detached-Duplexes,lagos,200000000
4,,,,Semi-detached-Duplexes,lagos,75000000
4,3,3,3,Semi-detached-Duplexes,lagos,60000000
1,,,,Semi-detached-Duplexes,lagos,35000000
4,,,,Semi-detached-Duplexes,lagos,100000000
2,2,3,,Semi-detached-Duplexes,lagos,60000000
6,6,7,5,Semi-detached-Duplexes,lagos,130000000
4,5,5,6,Semi-detached-Duplexes,lagos,130000000
5,4,4,3,Semi-detached-Duplexes,lagos,85000000
4,3,4,,Semi-detached-Duplexes,lagos,120000000
4,,,,Semi-detached-Duplexes,lagos,180000000
3,3,4,5,Semi-detached-Duplexes,lagos,55000000
4,4,5,5,Semi-detached-Duplexes,lagos,80000000
5,3,4,8,Semi-detached-Duplexes,lagos,200000000
3,,,,Semi-detached-Duplexes,lagos,30000000
4,4,6,3,Semi-detached-Duplexes,lagos,135000000
,,,,Semi-detached-Duplexes,lagos,100000000
4,5,5,,Semi-detached-Duplexes,lagos,55000000
3,3,4,3,Semi-detached-Duplexes,lagos,29000000
4,4,5,4,Semi-detached-Duplexes,lagos,300000000
4,4,5,4,Semi-detached-Duplexes,lagos,220000000
4,,,,Semi-detached-Duplexes,lagos,220000000
4,4,5,4,Semi-detached-Duplexes,lagos,130000000
4,4,5,3,Semi-detached-Duplexes,lagos,300000000
4,4,5,5,Semi-detached-Duplexes,lagos,220000000
4,4,5,,Semi-detached-Duplexes,lagos,230000000
4,5,5,4,Semi-detached-Duplexes,lagos,220000000
5,5,6,2,Semi-detached-Duplexes,lagos,250000000
5,5,6,,Semi-detached-Duplexes,lagos,250000000
4,4,5,3,Semi-detached-Duplexes,lagos,270000000
4,4,5,,Semi-detached-Duplexes,lagos,300000000
5,5,6,4,Semi-detached-Duplexes,lagos,280000000
4,4,5,,Semi-detached-Duplexes,lagos,235000000
4,4,5,4,Semi-detached-Duplexes,lagos,130000000
4,4,5,,Semi-detached-Duplexes,lagos,300000000
4,4,5,2,Semi-detached-Duplexes,lagos,130000000
4,4,5,5,Semi-detached-Duplexes,lagos,325000000
4,4,5,4,Semi-detached-Duplexes,lagos,160000000
4,4,5,3,Semi-detached-Duplexes,lagos,135000000
3,3,3,,Semi-detached-Duplexes,lagos,33000000
3,3,3,,Semi-detached-Duplexes,lagos,51000000
3,3,3,,Semi-detached-Duplexes,lagos,51000000
3,,,,Semi-detached-Duplexes,lagos,51000000
3,4,4,,Semi-detached-Duplexes,lagos,51000000
3,3,4,4,Semi-detached-Duplexes,lagos,30000000
3,3,3,2,Semi-detached-Duplexes,lagos,51000000
3,,,,Semi-detached-Duplexes,lagos,51000000
3,3,,,Semi-detached-Duplexes,lagos,51000000
3,4,,,Semi-detached-Duplexes,lagos,51000000
3,3,3,,Semi-detached-Duplexes,lagos,51000000
3,3,4,4,Semi-detached-Duplexes,lagos,51000000
3,3,4,3,Semi-detached-Duplexes,lagos,32000000
3,3,4,,Semi-detached-Duplexes,lagos,51000000
3,3,3,3,Semi-detached-Duplexes,lagos,51000000
3,3,4,2,Semi-detached-Duplexes,lagos,51000000
4,4,4,,Semi-detached-Duplexes,lagos,52000000
4,6,6,4,Semi-detached-Duplexes,lagos,50000000
4,4,5,,Semi-detached-Duplexes,lagos,50000000
3,3,4,,Semi-detached-Duplexes,lagos,30000000
3,4,4,3,Semi-detached-Duplexes,lagos,37000000
4,4,5,4,Semi-detached-Duplexes,lagos,75000000
4,4,5,4,Semi-detached-Duplexes,lagos,60000000
4,4,5,4,Semi-detached-Duplexes,lagos,50000000
4,,,,Semi-detached-Duplexes,lagos,48000000
3,3,4,3,Semi-detached-Duplexes,lagos,50000000
4,5,5,3,Semi-detached-Duplexes,lagos,65000000
4,4,5,4,Semi-detached-Duplexes,lagos,50000000
4,4,5,,Semi-detached-Duplexes,lagos,75000000
4,4,5,4,Semi-detached-Duplexes,lagos,65000000
4,4,5,3,Semi-detached-Duplexes,lagos,50000000
4,4,5,3,Semi-detached-Duplexes,lagos,50000000
4,5,5,4,Semi-detached-Duplexes,lagos,48000000
3,3,4,2,Semi-detached-Duplexes,lagos,65000000
3,3,4,,Semi-detached-Duplexes,lagos,33000000
4,4,5,2,Semi-detached-Duplexes,lagos,55000000
4,4,5,3,Semi-detached-Duplexes,lagos,45000000
4,4,5,4,Semi-detached-Duplexes,lagos,80000000
4,,,,Semi-detached-Duplexes,lagos,60000000
4,4,5,3,Semi-detached-Duplexes,lagos,110000000
3,4,4,,Semi-detached-Duplexes,lagos,40000000
4,4,5,,Semi-detached-Duplexes,lagos,40000000
4,,,,Semi-detached-Duplexes,lagos,19500000
4,4,3,,Semi-detached-Duplexes,lagos,15000000
4,,,,Semi-detached-Duplexes,lagos,90000000
4,,,,Semi-detached-Duplexes,lagos,80000000
4,,,,Semi-detached-Duplexes,lagos,100000000
5,,,,Semi-detached-Duplexes,lagos,90000000
4,4,5,4,Semi-detached-Duplexes,lagos,65000000
4,4,4,500,Semi-detached-Duplexes,lagos,52000000
3,4,4,3,Semi-detached-Duplexes,lagos,37000000
4,,,,Semi-detached-Duplexes,lagos,75000000
4,5,5,,Semi-detached-Duplexes,lagos,45000000
3,3,4,3,Semi-detached-Duplexes,lagos,46000000
4,4,5,3,Semi-detached-Duplexes,lagos,75000000
4,4,5,3,Semi-detached-Duplexes,lagos,75000000
4,5,5,7,Semi-detached-Duplexes,lagos,53000000
4,5,5,3,Semi-detached-Duplexes,lagos,38000000
3,3,4,3,Semi-detached-Duplexes,lagos,47000000
4,4,4,330,Semi-detached-Duplexes,lagos,35000000
4,4,5,4,Semi-detached-Duplexes,lagos,85000000
3,4,4,3,Semi-detached-Duplexes,lagos,46000000
3,3,3,,Semi-detached-Duplexes,lagos,47000000
3,3,3,,Semi-detached-Duplexes,lagos,50000000
5,5,6,5,Semi-detached-Duplexes,lagos,85000000
5,5,6,,Semi-detached-Duplexes,lagos,85000000
3,3,4,3,Semi-detached-Duplexes,lagos,48000000
4,4,5,,Semi-detached-Duplexes,lagos,75000000
4,4,5,,Semi-detached-Duplexes,lagos,90000000
4,4,5,5,Semi-detached-Duplexes,lagos,46000000
4,4,4,,Semi-detached-Duplexes,lagos,56000000
3,3,4,3,Semi-detached-Duplexes,lagos,40000000
3,3,4,3,Semi-detached-Duplexes,lagos,45000000
4,5,5,,Semi-detached-Duplexes,lagos,45000000
4,4,4,,Semi-detached-Duplexes,lagos,49000000
4,4,5,4,Semi-detached-Duplexes,lagos,65000000
4,4,5,3,Semi-detached-Duplexes,lagos,60000000
4,4,5,5,Semi-detached-Duplexes,lagos,46000000
4,4,5,3,Detached-bungalows,lagos,35000000
4,4,4,5,Detached-bungalows,lagos,35000000
5,4,4,,Detached-bungalows,lagos,13000000
5,5,6,,Detached-bungalows,lagos,35000000
3,3,4,334,Detached-bungalows,lagos,47000000
2,,,,Detached-bungalows,lagos,17000000
2,2,2,2,Detached-bungalows,lagos,18000000
3,,,,Detached-bungalows,lagos,18000000
2,2,3,6,Detached-bungalows,lagos,35000000
2,,,,Detached-bungalows,lagos,13000000
4,4,6,6,Detached-bungalows,lagos,40000000
3,3,2,600,Detached-bungalows,lagos,32000000
4,720,,,Detached-bungalows,lagos,60000000
3,3,3,500,Detached-bungalows,lagos,23000000
3,3,3,450,Detached-bungalows,lagos,23000000
4,4,5,,Detached-bungalows,lagos,60000000
3,6,6,8,Detached-bungalows,lagos,60000000
4,,,,Detached-bungalows,lagos,23000000
2,,,,Detached-bungalows,lagos,17000000
4,3,3,2,Detached-bungalows,lagos,14000000
2,,,,Detached-bungalows,lagos,29000000
3,3,3,3,Detached-bungalows,lagos,55000000
4,4,5,,Detached-bungalows,lagos,41000000
4,,,,Detached-bungalows,lagos,60000000
4,4,4,,Detached-bungalows,lagos,60000000
3,4,4,6,Detached-bungalows,lagos,15000000
3,3,4,,Detached-bungalows,lagos,35000000
5,5,6,9,Detached-bungalows,lagos,30000000
3,4,4,700,Detached-bungalows,lagos,35000000
3,3,4,3,Detached-bungalows,lagos,49000000
4,4,4,,Detached-bungalows,lagos,62000000
3,3,4,4,Detached-bungalows,lagos,22000000
2,2,3,,Detached-bungalows,lagos,37000000
4,4,4,5,Detached-bungalows,lagos,35000000
3,,,,Detached-bungalows,lagos,40000000
3,3,4,5,Detached-bungalows,lagos,30000000
3,3,4,,Detached-bungalows,lagos,55000000
3,3,2,,Detached-bungalows,lagos,32000000
3,3,4,3,Detached-bungalows,lagos,40000000
4,5,6,4,Detached-bungalows,lagos,55000000
3,3,4,2,Detached-bungalows,lagos,26500000
3,3,4,300,Detached-bungalows,lagos,42000000
3,3,4,4,Detached-bungalows,lagos,23000000
3,3,3,678,Detached-bungalows,lagos,37000000
4,5,5,8,Detached-bungalows,lagos,28000000
4,4,5,15,Detached-bungalows,lagos,40000000
3,3,,,Detached-bungalows,lagos,33000000
8,,,,Detached-bungalows,lagos,31000000
3,3,4,4,Detached-bungalows,lagos,40000000
3,,,,Detached-bungalows,lagos,40000000
3,3,3,,Detached-bungalows,lagos,40000000
